Search String,Search Engine,Link,Title,Time stamp,Media name
Tata bankruptcy,yahoo,https://r.search.yahoo.com/_ylt=AwrjIcR8y6BnARUmCjPQtDMD;_ylu=Y29sbwNncTEEcG9zAzUEdnRpZAMEc2VjA3Ny/RV=2/RE=1738619900/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2fjinkosolar-holding-co-jks-too-233747157.html%3ffr%3dsycsrp_catchall/RK=2/RS=tTEhxscbloStqfgLWf39ZfCmBr4-,Is JinkoSolar Holding Co (JKS) Too Good to Be True? A Comprehensive Analysis of...,1 year ago ·,GuruFocus.com·  via Yahoo Finance
Tata bankruptcy,yahoo,https://r.search.yahoo.com/_ylt=AwrjIcR8y6BnARUmDDPQtDMD;_ylu=Y29sbwNncTEEcG9zAzYEdnRpZAMEc2VjA3Ny/RV=2/RE=1738619900/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2fviasat-vsat-too-good-true-234134524.html%3ffr%3dsycsrp_catchall/RK=2/RS=GtwyzgdsM27HRgrUJv7f9tDuoNU-,Is Viasat (VSAT) Too Good to Be True? A Comprehensive Analysis of a Potential...,1 year ago ·,GuruFocus.com·  via Yahoo Finance
Tata bankruptcy,yahoo,https://r.search.yahoo.com/_ylt=AwrjIcR8y6BnARUmDjPQtDMD;_ylu=Y29sbwNncTEEcG9zAzcEdnRpZAMEc2VjA3Ny/RV=2/RE=1738619900/RO=10/RU=https%3a%2f%2fwww.yahoo.com%2fentertainment%2finfluencer-selling-hamptons-estate-moving-161611211.html%3ffr%3dsycsrp_catchall/RK=2/RS=wUQVxUKaguNodlGejJu8w4LpciE-,"Influencer Selling Hamptons Estate, Moving to Miami After Husband’s Suicide",6 months ago ·,The Daily Beast·  via Yahoo News
Tata bankruptcy,yahoo,https://r.search.yahoo.com/_ylt=AwrjIcR8y6BnARUmEDPQtDMD;_ylu=Y29sbwNncTEEcG9zAzgEdnRpZAMEc2VjA3Ny/RV=2/RE=1738619900/RO=10/RU=https%3a%2f%2fwww.yahoo.com%2flifestyle%2fyoure-youre-family-neighborhood-beauty-180000890.html%3ffr%3dsycsrp_catchall/RK=2/RS=ChWyOxtrIXQ8a4scaziK5dVkkac-,When You're Here You're Family: The New Neighborhood Beauty Shops,1 year ago ·,Town & Country·  via Yahoo News
Tata bankruptcy,yahoo,https://r.search.yahoo.com/_ylt=AwrjIcR8y6BnARUmEjPQtDMD;_ylu=Y29sbwNncTEEcG9zAzkEdnRpZAMEc2VjA3Ny/RV=2/RE=1738619900/RO=10/RU=https%3a%2f%2fnews.yahoo.com%2findia-now-most-populous-country-015347798.html%3ffr%3dsycsrp_catchall/RK=2/RS=otsYmtAzSRpGbSutrXt.rdVDzSw-,India is now the most populous country in the world. And it’s ready to become a...,2 years ago ·,CNN·  via Yahoo News
Tata bankruptcy,yahoo,https://r.search.yahoo.com/_ylt=AwrjIcR8y6BnARUmFDPQtDMD;_ylu=Y29sbwNncTEEcG9zAzEwBHZ0aWQDBHNlYwNzcg--/RV=2/RE=1738619900/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2frisky-jurisdiction-aircraft-lessors-raise-113848087.html%3ffr%3dsycsrp_catchall/RK=2/RS=2onShxZNrsKNoXygXc187Lki1LA-,'Risky jurisdiction': Aircraft lessors raise alarm over Go First crisis in India,2 years ago ·,Reuters·  via Yahoo Finance
Jio Lawsuits,google,https://m.economictimes.com/tech/artificial-intelligence/linkedin-lawsuit-over-use-of-customer-data-for-ai-models-is-dismissed/amp_articleshow/117796901.cms,LinkedIn lawsuit over use of customer data for AI models is dismissed,2 days ago,The Economic Times
Jio Lawsuits,google,https://www.digit.in/news/general/jiohotstar-vs-delhi-techie-what-is-domain-squatting-and-can-there-be-legal-action.html,JioHotstar vs Delhi Techie: What is Domain Squatting and can there be legal action?,25 Oct 2024,Digit
Jio Lawsuits,google,https://timesofindia.indiatimes.com/technology/tech-news/jiohotstar-com-ownership-dispute-explained-how-jiohotstar-domain-went-from-delhi-techie-to-dubai-siblings/articleshow/114686323.cms,JioHotstar.com ownership dispute explained: How JioHotstar domain went from Delhi techie to Dubai sibling,28 Oct 2024,Times of India
Jio Lawsuits,google,https://www.business-standard.com/world-news/disney-settles-lawsuit-for-43-million-over-alleged-gender-pay-disparity-124112600489_1.html,Disney settles lawsuit for $43 million over alleged gender pay disparity,26 Nov 2024,Business Standard
Jio Lawsuits,google,https://www.medianama.com/2024/04/223-earnings-call-reliance-jio-250-per-cent-rise-in-data-traffic/,Earnings call: Reliance Jio saw 250% rise in data traffic in the past three years,25 Apr 2024,MediaNama
Jio Lawsuits,google,https://www.mypunepulse.com/sim-shutdown-sparks-legal-battle-mukesh-ambani-taken-to-court-over-jio-dispute/,SIM Shutdown Sparks Legal Battle: Mukesh Ambani Taken to Court Over Jio Dispute,8 Aug 2024,PUNE PULSE
Jio Lawsuits,google,https://www.indianweb2.com/2024/11/adani-to-invest-2-bn-in-building-jio.html,Adani to Invest $2 Bn in Building Jio World Like Convention Centre,20 Nov 2024,Indianweb2.com
Jio Lawsuits,google,https://news24online.com/tech/does-mobile-tower-radiation-impact-pregnant-women-read-how-govt-responded-to-this-serious-concern-308068/308068/,Govt Response to Mobile Radiation Concerns for Pregnant Women,17 Jul 2024,news24online.com
Jio Lawsuits,google,https://www.business-standard.com/finance/personal-finance/89-of-indians-face-call-drops-even-after-tariff-hike-by-jio-airtel-vi-124071500323_1.html,"89% of Indians face call drops even after tariff hike by Jio, Airtel, VI",15 Jul 2024,Business Standard
Jio Lawsuits,google,https://www.thehindu.com/business/jio-buys-us-based-mimosa-networks-for-60-mn/article66600947.ece,Jio buys U.S.-based Mimosa Networks for $60 mn,9 Mar 2023,The Hindu
Jio Lawsuits,bing,https://timesofindia.indiatimes.com/technology/social/chor-ke-ghar-chori-chatgpt-maker-openai-roasted-after-theft-claims-against-chinas-deepseek/articleshow/117726470.cms,"OpenAI is concerned about Chinese companies imitating its advanced AI models and is taking steps to prevent this. Meanwhile, ...",4d,4d
Jio Lawsuits,bing,/news/search?q=site%3aeconomictimes.indiatimes.com&FORM=NWBCLM,Jio Financial Services Board Meeting Intimation for Consideration And Approval Of The Standalone And Consolidated Unaudited Financial Results O... Jio Financial Services Ltdhas informed BSE that the ...,12d,Indiatimes12d
Jio Lawsuits,bing,/news/search?q=site%3awww.gizbot.com&FORM=NWBCLM,"Jio's All-In-One Plans present a well-rounded package for JioPhone users, incorporating data, SMS, and voice calls in a single, budget-friendly offering. It allows users to enjoy uninterrupted ...",23d,GIZBOT23d
Jio Lawsuits,yahoo,https://r.search.yahoo.com/_ylt=AwrO6Pt.y6BnB2clYHPQtDMD;_ylu=Y29sbwNncTEEcG9zAzEEdnRpZAMEc2VjA3Ny/RV=2/RE=1738619902/RO=10/RU=https%3a%2f%2fnextshark.com%2fmukesh-ambani-cheapest-internet-connected-phone%2f/RK=2/RS=qTbehozwUSdtb.WMGKkmAqaE.KI-,Asia’s richest man launches $12 4G phones,2 years ago ·,NextShark
Jio Lawsuits,yahoo,https://r.search.yahoo.com/_ylt=AwrO6Pt.y6BnB2clYnPQtDMD;_ylu=Y29sbwNncTEEcG9zAzIEdnRpZAMEc2VjA3Ny/RV=2/RE=1738619902/RO=10/RU=https%3a%2f%2fwww.yahoo.com%2ftech%2fapple-google-alert-smartphone-users-202347307.html/RK=2/RS=BubRRA8IMcx7DqrYLkegu5sd7RM-,"Apple, Google to alert smartphone users of nearby wireless tracking devices",9 months ago ·,United Press International·  via Yahoo News
Jio Lawsuits,yahoo,https://r.search.yahoo.com/_ylt=AwrO6Pt.y6BnB2clZHPQtDMD;_ylu=Y29sbwNncTEEcG9zAzMEdnRpZAMEc2VjA3Ny/RV=2/RE=1738619902/RO=10/RU=https%3a%2f%2fwww.aol.com%2fyoull-now-able-tell-tracking-185807929.html/RK=2/RS=g_MT2XHxnLiSRTA2vE.38hQc0IU-,"You'll now be able to tell if a tracking device, like an Apple Airtag, is moving...",9 months ago ·,Scripps News·  via AOL
Jio Lawsuits,yahoo,https://r.search.yahoo.com/_ylt=AwrO6Pt.y6BnB2clZnPQtDMD;_ylu=Y29sbwNncTEEcG9zAzQEdnRpZAMEc2VjA3Ny/RV=2/RE=1738619902/RO=10/RU=https%3a%2f%2fwww.yahoo.com%2flifestyle%2fworlds-richest-families-privileged-pass-140000608.html%3ffr%3dsycsrp_catchall/RK=2/RS=0iJzWIlQFkTUqBlDlxy_XMwUEDs-,"The world's richest families, a privileged pass to college, and microdosing...",1 month ago ·,Quartz·  via Yahoo News
Jio Lawsuits,yahoo,https://r.search.yahoo.com/_ylt=AwrO6Pt.y6BnB2claHPQtDMD;_ylu=Y29sbwNncTEEcG9zAzUEdnRpZAMEc2VjA3Ny/RV=2/RE=1738619902/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fapple-and-google-roll-out-a-cross-platform-feature-to-tackle-unwanted-bluetooth-trackers-172411423.html/RK=2/RS=zPcucZ7PJ50untiwcK_0Iim379I-,Apple and Google roll out a cross-platform feature to tackle unwanted Bluetooth...,9 months ago ·,Engadget
Jio Lawsuits,yahoo,https://r.search.yahoo.com/_ylt=AwrO6Pt.y6BnB2clanPQtDMD;_ylu=Y29sbwNncTEEcG9zAzYEdnRpZAMEc2VjA3Ny/RV=2/RE=1738619902/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2findias-religare-says-us-businessman-072427155.html%3ffr%3dsycsrp_catchall/RK=2/RS=MlOPXoGancV2QtEu0YdwQ6ydoA8-,India's Religare says US businessman makes competing offer for stake,1 week ago ·,Reuters·  via Yahoo Finance
Jio Lawsuits,yahoo,https://r.search.yahoo.com/_ylt=AwrO6Pt.y6BnB2clbHPQtDMD;_ylu=Y29sbwNncTEEcG9zAzcEdnRpZAMEc2VjA3Ny/RV=2/RE=1738619902/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2fipl-chennai-super-kings-ms-dhoni-000047734.html%3ffr%3dsycsrp_catchall/RK=2/RS=3mddATzuQaYpV4nDPmHlKF3FMg8-,"IPL: Chennai Super Kings, the power franchise led by MS Dhoni",2 years ago ·,Yahoo Finance UK
Jio Lawsuits,yahoo,https://r.search.yahoo.com/_ylt=AwrO6Pt.y6BnB2clbnPQtDMD;_ylu=Y29sbwNncTEEcG9zAzgEdnRpZAMEc2VjA3Ny/RV=2/RE=1738619902/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2023%2f10%2f29%2fa-look-at-how-one-fintech-ceos-pr-decision-backfired%2f/RK=2/RS=2JmPdiy4Pwje0eRfgenmeaTy4V4-,A look at how one fintech CEO's PR decision backfired,1 year ago ·,TechCrunch
Jio Lawsuits,yahoo,https://r.search.yahoo.com/_ylt=AwrO6Pt.y6BnB2clcHPQtDMD;_ylu=Y29sbwNncTEEcG9zAzkEdnRpZAMEc2VjA3Ny/RV=2/RE=1738619902/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2fstar-founder-broke-down-tears-000000431.html%3ffr%3dsycsrp_catchall/RK=2/RS=6THheEIQTOuKUTH3hZSx4y53OEI-,Star Founder Broke Down in Tears as Crises Engulfed Byju’s,2 years ago ·,Bloomberg·  via Yahoo Finance
Jio merger,google,https://timesofindia.indiatimes.com/technology/tech-news/reliance-jio-and-disney-star-merger-complete-jiostar-com-is-the-go-to-website-this-means-a-big-not-interested-message-to-/articleshow/115311446.cms,Reliance Jio and Disney Star merger complete: JioStar.com is the go-to website; this means a big ‘Not Int,15 Nov 2024,Times of India
Jio merger,google,https://www.india.com/business/mukesh-ambani-gift-to-users-after-jio-disney-merger-as-jiostar-announces-subscription-plans-starting-at-just-rs-15-jiocinema-hotsar-merger-reliance-jio-nita-ambani-jiostar-dot-com-7400053/,Mukesh Ambani's gift to users after Jio-Disney merger as JioStar announces subscription plans starting at jus,18 Nov 2024,India.Com
Jio merger,google,https://www.digit.in/news/apps/jio-cinema-to-merge-with-disney-hotstar-what-will-happen-to-movies-shows-and-ipl-streaming.html,"Jio Cinema to merge with Disney+ Hotstar: What will happen to movies, shows and IPL streaming",20 Oct 2024,Digit
Jio merger,google,https://www.cricbuzz.com/cricket-news/132883/jio-and-star-to-operate-as-unified-entity-from-india-england-series,Jio and Star to operate as unified entity from India-England series,1 month ago,Cricbuzz.com
Jio merger,google,https://www.dnaindia.com/business/report-mukesh-ambanis-mega-offer-after-jio-disney-merger-jiostar-plans-starting-at-just-rs-15-3118500,"Mukesh Ambani's MEGA offer after Jio-Disney merger, Jiostar plans starting at just Rs...",18 Nov 2024,DNA India
Jio merger,google,https://www.hindustantimes.com/entertainment/reliance-disney-finalise-8-5b-merger-of-indian-assets-no-clarity-if-jiocinema-hotstar-will-merge-into-jiohotstar-101731640686106.html,"Reliance, Disney finalise $8.5B merger of Indian assets; no clarity if JioCinema, Hotstar will merge into JioHotstar",15 Nov 2024,Hindustan Times
Jio merger,google,https://www.thehindubusinessline.com/companies/reliance-disney-complete-merger-to-create-85-billion-jv/article68868404.ece,Reliance Jio & Disney star complete merger to create $8.5-bn JV,15 Nov 2024,BusinessLine
Jio merger,google,https://www.indiatoday.in/fact-check/story/reliance-jio-cinema-disney-hotstar-merger-domain-url-anonymous-owner-interview-2622702-2024-10-24,Jio Mere Lal: Meet the secret superstar who outsmarted Reliance and secured JioHotstar.com,24 Oct 2024,India Today
Jio merger,google,https://www.fortuneindia.com/long-reads/reliance-disney-star-merger-why-jiostar-faces-tough-climb-to-content-supremacy/119435,Reliance-Disney-Star merger: Why JioStar faces a tough climb’,7 Dec 2024,Fortune India
Jio merger,google,https://www.livemint.com/companies/reliancedisney-merger-jiostar-website-goes-live-amid-jiohotstar-domain-saga-11731405960527.html,Reliance-Disney merger: JioStar website goes live amid JioHotstar domain saga,12 Nov 2024,mint
Jio merger,bing,https://www.thehindubusinessline.com/companies/ipl-2025-ad-rates-spike-25-30-following-jiostar-merger/article69142928.ece,"Advertising rates for the Indian Premier League (IPL), 2025 have gone up 25-30 per cent from last year based on first-ask ...",8d,8d
Jio merger,bing,/news/search?q=site%3awww.indiatvnews.com&FORM=NWBCLM,"After the long-awaited merger between Viacom18 and Star India, the new company, Jio Star, has recently announced its pricing for television packages. These new prices are significantly higher than ...",28d,India TV28d
Jio merger,bing,https://www.thehindu.com/sci-tech/technology/ex-disney-hotstar-head-sajith-sivanandan-joins-jio-mobile-digital-services-as-president/article69126555.ece,"Post Disney’s Star India merger with Reliance Industries’ Viacom 18, Mr. Sivanandan stepped down from his role in October ...",12d,12d
Jio merger,bing,/news/search?q=site%3awww.ndtv.com&FORM=NWBCLM,"The merger between Reliance Jio’s Viacom18 and Star India Private Limited is expected to reach its conclusion this week. Ahead of the anticipated completion, a new website has surfaced which ...",3d,NDTV3d
Jio merger,bing,https://www.msn.com/en-in/money/markets/jio-financial-blackrock-expand-operations-with-new-broking-venture/ar-AA1xzgo5?ocid=BingNewsVerp,"Jio Financial Services, in partnership with BlackRock, has expanded into the broking sector with a new subsidiary, Jio ...",13d,13don MSN
Jio merger,yahoo,https://r.search.yahoo.com/_ylt=AwrO6PuAy6BnaB4mXDbQtDMD;_ylu=Y29sbwNncTEEcG9zAzEEdnRpZAMEc2VjA3Ny/RV=2/RE=1738619904/RO=10/RU=https%3a%2f%2fwww.yahoo.com%2fentertainment%2findia-jio-studios-chief-reveals-024500157.html%3ffr%3dsycsrp_catchall/RK=2/RS=okUozcRnqi28p8i6NWfRlvCgQOY-,"India’s Jio Studios Chief Reveals Slate, Strategy: ‘We’ve Hit a Purple Patch,...",10 months ago ·,Variety·  via Yahoo News
Jio merger,yahoo,https://r.search.yahoo.com/_ylt=AwrO6PuAy6BnaB4mXjbQtDMD;_ylu=Y29sbwNncTEEcG9zAzIEdnRpZAMEc2VjA3Ny/RV=2/RE=1738619904/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2freliance-spin-off-jio-financial-044345942.html%3ffr%3dsycsrp_catchall/RK=2/RS=Bol0xLT7gYdQHdPdqyo6VN3wAqg-,"Reliance's Jio Financial hits limit-down on debut, valued at $19 billion",1 year ago ·,Reuters·  via Yahoo Finance
Jio merger,yahoo,https://r.search.yahoo.com/_ylt=AwrO6PuAy6BnaB4mYDbQtDMD;_ylu=Y29sbwNncTEEcG9zAzMEdnRpZAMEc2VjA3Ny/RV=2/RE=1738619904/RO=10/RU=https%3a%2f%2fwww.yahoo.com%2fentertainment%2fdisney-mukesh-ambani-reliance-industries-112217301.html%3ffr%3dsycsrp_catchall/RK=2/RS=s_ZEij9gcHI3XobDYyIMxRi5cGo-,Disney and Mukesh Ambani’s Reliance Industries Edge Closer to Massive India TV...,1 year ago ·,Variety·  via Yahoo News
Jio merger,yahoo,https://r.search.yahoo.com/_ylt=AwrO6PuAy6BnaB4mYjbQtDMD;_ylu=Y29sbwNncTEEcG9zAzQEdnRpZAMEc2VjA3Ny/RV=2/RE=1738619904/RO=10/RU=https%3a%2f%2fwww.yahoo.com%2fentertainment%2f6-billion-ipl-cricket-series-133000163.html%3ffr%3dsycsrp_catchall/RK=2/RS=s6DWosZwIK14Sh_2n3eKm53klCM-,Will the $6 Billion IPL Cricket Series Mean Disney is Hit for Six in India?,2 years ago ·,Variety·  via Yahoo News
Jio merger,yahoo,https://r.search.yahoo.com/_ylt=AwrO6PuAy6BnaB4mZDbQtDMD;_ylu=Y29sbwNncTEEcG9zAzUEdnRpZAMEc2VjA3Ny/RV=2/RE=1738619904/RO=10/RU=https%3a%2f%2fwww.yahoo.com%2fentertainment%2fsony-zee-merger-turning-point-141430708.html%3ffr%3dsycsrp_catchall/RK=2/RS=HoX.TSkIU64P2QByplvukjta3s0-,"Will the Sony-Zee Merger Be a Turning Point in Indian Media, or Another...",1 year ago ·,Variety·  via Yahoo News
Jio merger,yahoo,https://r.search.yahoo.com/_ylt=AwrO6PuAy6BnaB4mZjbQtDMD;_ylu=Y29sbwNncTEEcG9zAzYEdnRpZAMEc2VjA3Ny/RV=2/RE=1738619904/RO=10/RU=https%3a%2f%2fwww.yahoo.com%2fentertainment%2fsony-calls-off-10-billion-063609541.html%3ffr%3dsycsrp_catchall/RK=2/RS=9NRUfDMLGRs6ZcjKrEcNeDzV7Vg-,Sony Calls Off $10 Billion Merger With Indian TV Giant Zee Entertainment...,1 year ago ·,Variety·  via Yahoo News
Jio merger,yahoo,https://r.search.yahoo.com/_ylt=AwrO6PuAy6BnaB4maDbQtDMD;_ylu=Y29sbwNncTEEcG9zAzcEdnRpZAMEc2VjA3Ny/RV=2/RE=1738619904/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2findias-vodafone-idea-misses-q4-145114735.html%3ffr%3dsycsrp_catchall/RK=2/RS=GUpjwDSQlkeXSmVkM.J3kQHLGTI-,India's Vodafone Idea misses Q4 revenue view as subscriber base narrows,9 months ago ·,Reuters·  via Yahoo Finance
Jio merger,yahoo,https://r.search.yahoo.com/_ylt=AwrO6PuAy6BnaB4majbQtDMD;_ylu=Y29sbwNncTEEcG9zAzgEdnRpZAMEc2VjA3Ny/RV=2/RE=1738619904/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2findias-vodafone-idea-reports-lower-143418326.html%3ffr%3dsycsrp_catchall/RK=2/RS=YSlPuWIU6HLpl6NKs9T3UemTDg0-,India's Vodafone Idea reports lower-than-expected Q1 loss on reduced expenses,6 months ago ·,Reuters·  via Yahoo Finance
Jio merger,yahoo,https://r.search.yahoo.com/_ylt=AwrO6PuAy6BnaB4mbDbQtDMD;_ylu=Y29sbwNncTEEcG9zAzkEdnRpZAMEc2VjA3Ny/RV=2/RE=1738619904/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2fdisney-talks-mukesh-ambanis-reliance-090020066.html%3ffr%3dsycsrp_catchall/RK=2/RS=f7YXU5CMztN9LLcAXVjpr.v_.y4-,Disney In Talks With Mukesh Ambani's Reliance For Mega Indian Media Merger,1 year ago ·,Benzinga·  via Yahoo Finance
Jio merger,yahoo,https://r.search.yahoo.com/_ylt=AwrO6PuAy6BnaB4mbjbQtDMD;_ylu=Y29sbwNncTEEcG9zAzEwBHZ0aWQDBHNlYwNzcg--/RV=2/RE=1738619904/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2fdisney-reliance-8-5-billion-154919851.html%3ffr%3dsycsrp_catchall/RK=2/RS=KciRVT8kWjPGjdlKlZ3o1btpCqk-,Disney-Reliance $8.5 Billion Media Merger Faces Antitrust Scrutiny in India Over...,5 months ago ·,Variety·  via Yahoo Finance
Jio bankruptcy,google,https://www.ndtvprofit.com/business/reliance-infratel-insolvency-supreme-court-restores-four-entities-as-financial-creditors,Reliance Infratel Insolvency: Supreme Court Restores Four Entities As Financial Creditors,1 month ago,NDTV Profit
Jio bankruptcy,google,https://m.economictimes.com/industry/telecom/telecom-news/jio-moves-nclt-for-early-resolution-of-reliance-infratel-bankruptcy-process/articleshow/95341618.cms,Jio moves NCLT for early resolution of Reliance Infratel bankruptcy process,6 Nov 2022,The Economic Times
Jio bankruptcy,google,https://telecom.economictimes.indiatimes.com/news/jio-moves-nclt-for-early-resolution-of-reliance-infratel-bankruptcy-process/95341787,Jio moves NCLT for early resolution of Reliance Infratel bankruptcy process,6 Nov 2022,ET Telecom
Jio bankruptcy,google,https://www.indiatoday.in/business/story/mukesh-ambani-s-reliance-jio-planning-to-bid-for-brother-anil-s-rcom-in-bankruptcy-1570373-2019-07-17,Mukesh Ambani's Reliance Jio planning to bid for brother Anil's RCom in bankruptcy,17 Jul 2019,India Today
Jio bankruptcy,google,https://www.business-standard.com/article/companies/aircel-files-for-bankruptcy-cites-jio-s-disruptive-entry-as-a-reason-118022800709_1.html,"Aircel files for bankruptcy, cites Jio's disruptive entry as a reason",28 Feb 2018,Business Standard
Jio bankruptcy,google,https://www.livemint.com/industry/telecom/reliance-jio-bharti-airtel-submit-bids-for-rcom-assets-11574672715005.html,"Airtel, Reliance Jio submit bids for assets of bankrupt RCom | Mint",25 Nov 2019,mint
Jio bankruptcy,google,https://www.businesstoday.in/latest/corporate/story/anil-ambani-rcom-files-for-bankruptcy-after-several-failed-attempts-to-repay-debt-168013-2019-02-02,"Tariff war with Jio, Rs 46,000 cr debt, pressure from lenders force RCom to go for bankruptcy",2 Feb 2019,Business Today
Jio bankruptcy,google,https://www.fortuneindia.com/enterprise/reliance-communications-end-of-the-road-or-last-throw-of-the-dice/102941,Reliance Communications: End of the road or last throw of the dice?’,2 Feb 2019,Fortune India
Jio bankruptcy,google,https://premium.capitalmind.in/2021/08/what-happens-if-vodafone-idea-goes-bankrupt/,What happens if Vodafone Idea goes bankrupt?,5 Aug 2021,Capitalmind
Jio bankruptcy,google,https://telecom.economictimes.indiatimes.com/news/industry/bsnl-sinking-deep-in-crisis-amid-user-churn-to-jio-airtel-delay-in-4g-gear-supply-employees-union/107748436,"BSNL ‘sinking deep’ in crisis amid user churn to Jio, Airtel, delay in 4G gear supply: Employees union",16 Feb 2024,ET Telecom
Jio bankruptcy,bing,/news/search?q=site%3aeconomictimes.indiatimes.com&FORM=NWBCLM,"Jio Financial Services ended the previous trading day at Rs 298.6, reflecting a decline of 2.47% and a trading volume of 10,545,440 shares.",24d,Indiatimes24d
Jio bankruptcy,bing,https://www.msn.com/en-in/money/other/jio-financial-services-shares-in-focus-after-rs-117-crore-infusion-in-mutual-fund-business/ar-AA1xCTVe?ocid=BingNewsVerp,"Both JFSL and BlackRock have subscribed to 5.85 crore equity shares, each priced at Rs 10, in Jio BlackRock Asset Management ...",12d,12don MSN
Jio bankruptcy,bing,/news/search?q=site%3awww.digit.in&FORM=NWBCLM,"Jio recharge plans 2025: Reliance Jio, a popular telecom operator in the country, offers a variety of recharge plans under Rs 500 that include 5G data, unlimited calling, and SMS, depending on the ...",24d,Digit24d
Jio bankruptcy,bing,/news/search?q=site%3awww.thehindu.com&FORM=NWBCLM,"In Madhya Pradesh, Reliance Jio has a wireless subscriber market share which is close to 55%. In Kolkata, Maharashtra, Gujarat, Odisha, West Bengal, and Rajasthan, Reliance Jio leads with a market ...",3d,The Hindu3d
Jio bankruptcy,bing,/news/search?q=site%3awww.indiatvnews.com&FORM=NWBCLM,"In this landscape, Jio stands out as the largest telecom provider in the country, offering affordable plans that cater to millions of users. Recently, Jio has introduced some exciting options ...",27d,India TV27d
Jio bankruptcy,bing,/news/search?q=site%3awww.gizbot.com&FORM=NWBCLM,"Jio's All-In-One Plans present a well-rounded package for JioPhone users, incorporating data, SMS, and voice calls in a single, budget-friendly offering. It allows users to enjoy uninterrupted ...",23d,GIZBOT23d
Apple Lawsuits,google,https://www.bbc.com/news/articles/cr4rvr495rgo,Apple to pay $95m to settle Siri listening case,4 weeks ago,BBC
Apple Lawsuits,google,https://indianexpress.com/article/technology/tech-news-technology/apple-settlement-siri-lawsuit-what-to-know-9761331/,Apple settles $95M eavesdropping lawsuit: Has it done enough to address privacy concerns around Siri?,4 weeks ago,The Indian Express
Apple Lawsuits,google,https://www.business-standard.com/world-news/apple-urges-federal-judge-for-early-dismissal-in-us-antitrust-lawsuit-124112100102_1.html,Apple urges federal judge for early dismissal in US antitrust lawsuit,21 Nov 2024,Business Standard
Apple Lawsuits,google,https://m.economictimes.com/news/international/us/are-you-an-apple-device-owner-millions-may-be-eligible-for-a-payout-in-a-95-million-class-action-lawsuit-settlement/articleshow/116948266.cms,Are you an Apple device owner? Millions may be eligible for a payout in a $95 million class action lawsuit,1 month ago,The Economic Times
Apple Lawsuits,google,https://www.reuters.com/legal/apple-pay-95-million-settle-siri-privacy-lawsuit-2025-01-02/,Apple to pay $95 million to settle Siri privacy lawsuit,1 month ago,Reuters
Apple Lawsuits,google,https://timesofindia.indiatimes.com/technology/tech-news/apple-faces-class-action-lawsuit-over-alleged-airpods-pro-audio-defects/articleshow/115298532.cms,Apple faces class action lawsuit over alleged AirPods Pro audio defects,14 Nov 2024,Times of India
Apple Lawsuits,google,https://www.vice.com/en/article/apple-settles-class-action-lawsuit-swollen-apple-watch-batteries/,"If You Own an Apple Watch, You Could Win $20—From a Class Action Lawsuit",3 days ago,VICE
